pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category
ANSL_64955,18-03-2016 00:00,10-04-2018 13:04,,Gray,0.53,14.29,0,1,2,0
ANSL_73678,27-09-2007 00:00,17-10-2016 18:10,0,White,0.23,20.41,0,7,1,2
ANSL_76352,22-05-2014 00:00,21-06-2018 11:23,0,Silver,0.21,20.32,0,7,1,2
ANSL_76729,10-04-2018 00:00,09-05-2019 18:18,0,Black,0.59,37.84,0,1,1,2
ANSL_69524,04-10-2015 00:00,30-09-2016 18:23,0,Brown Tabby,0.76,38.44,0,1,1,1
ANSL_68136,02-03-2017 00:00,10-09-2017 17:59,1,Chocolate,0.39,45.88,0,1,0,2
ANSL_72809,24-12-2016 00:00,17-01-2018 12:56,2,White,0.2,10.34,13,9,1,2
ANSL_71254,27-05-2016 00:00,23-09-2016 14:04,1,Tan,0.18,21.71,0,1,0,2
ANSL_74972,22-08-2011 00:00,12-09-2018 18:04,2,Brown Tabby,0.08,11.18,18,4,1,1
ANSL_62418,30-01-2013 00:00,02-04-2019 18:14,0,Blue Tabby,0.2,29.4,0,1,1,1
ANSL_69100,23-05-2016 00:00,21-06-2018 16:38,0,Brown Tabby,0.31,40.41,0,8,1,1
ANSL_59017,20-03-2002 00:00,08-08-2017 12:29,0,Tortie,0.62,19.98,7,1,1,1
ANSL_70722,12-06-2016 00:00,03-07-2017 16:20,,Brown,0.48,46.56,0,3,2,4
ANSL_58166,13-04-2017 00:00,05-05-2018 16:09,0,Black,0.77,44.22,0,3,1,1
ANSL_70415,20-07-2018 00:00,28-10-2018 09:55,1,Brown Tabby,0.88,20.59,7,1,0,1
ANSL_72914,01-05-2013 00:00,30-05-2018 00:00,0,Brown,0.21,49.07,13,9,1,2
ANSL_67630,19-04-2010 00:00,03-06-2017 15:34,0,White,0.67,49.52,13,9,1,2
ANSL_54277,16-06-2006 00:00,16-07-2016 12:16,1,Orange Tabby,0.32,28.65,0,7,0,1
ANSL_71224,27-06-2017 00:00,12-09-2017 18:04,0,Blue Tick,0.97,25.7,7,1,1,2
ANSL_68324,17-06-2016 00:00,04-09-2016 14:13,2,White,0.89,20.54,13,9,0,1
ANSL_62791,07-01-2016 00:00,28-01-2017 16:56,,Red,0.36,11.08,15,4,2,4
ANSL_62514,04-04-2017 00:00,04-11-2018 11:06,1,White,0.42,15.78,13,9,0,2
ANSL_52230,03-10-2005 00:00,29-10-2017 19:00,1,White,0.25,44.65,0,1,0,1
ANSL_50485,19-07-2014 00:00,02-09-2016 19:04,1,Brown,0.56,19.94,0,1,0,2
ANSL_52721,30-03-2016 00:00,25-02-2017 18:01,0,Tan,0.75,25.53,0,1,1,2
ANSL_55496,21-01-2014 00:00,14-02-2018 18:43,0,Black,0.91,31.46,0,7,1,2
ANSL_70197,01-05-2017 00:00,22-10-2017 18:18,2,White,0.44,43.86,0,7,1,2
ANSL_75920,25-11-2010 00:00,21-04-2019 14:03,1,Tan,0.42,11.56,13,9,0,2
ANSL_62790,03-06-2016 00:00,29-11-2018 17:31,1,Black,0.35,41.06,0,1,0,2
ANSL_67815,05-10-2008 00:00,25-10-2017 17:32,0,White,0.95,45.49,0,7,1,2
ANSL_75992,20-03-2018 00:00,23-04-2019 13:49,1,Black,0.28,41.35,0,1,0,1
ANSL_50799,31-05-2013 00:00,09-07-2017 19:06,1,Black,0.92,36.2,16,9,0,1
ANSL_59784,21-09-2017 00:00,16-10-2018 18:51,2,Black,0.55,19.36,17,9,1,1
ANSL_67285,22-05-2018 00:00,17-10-2018 17:09,0,Black,0.47,21.37,0,1,1,2
ANSL_69464,16-02-2018 00:00,15-05-2018 12:20,1,Black Tabby,0.76,45.46,0,1,0,1
ANSL_63972,02-09-2018 00:00,08-12-2018 17:39,0,Black,0.46,44.47,0,1,1,2
ANSL_58550,26-05-2016 00:00,20-06-2017 15:35,1,Orange Tabby,0.34,14.49,16,9,0,1
ANSL_61649,16-08-2015 00:00,07-09-2016 17:23,0,Blue,0.14,15.3,0,7,1,2
ANSL_55409,18-09-2018 00:00,09-01-2019 10:03,1,Brown Tabby,0.8,28.84,7,1,0,1
ANSL_51941,14-12-2017 00:00,07-01-2019 17:13,1,Tricolor,0.37,19.51,0,1,0,2
ANSL_50668,27-06-2018 00:00,21-12-2018 17:25,0,Brown,0.62,5.78,0,1,1,2
ANSL_61200,21-12-2010 00:00,09-11-2017 14:11,1,White,0.37,25.94,0,7,0,2
ANSL_67102,19-09-2017 00:00,12-01-2018 14:27,1,White,0.89,10.79,0,1,0,1
ANSL_69994,18-07-2015 00:00,08-08-2017 12:06,0,Brown Brindle,0.56,11.1,0,7,1,2
ANSL_53934,06-06-2016 00:00,28-07-2016 14:22,2,Brown Tabby,0.21,11.14,8,2,0,1
ANSL_76848,04-11-2016 00:00,03-01-2019 13:04,1,White,0.08,27.49,0,1,0,2
ANSL_62972,12-08-2012 00:00,28-03-2019 18:08,0,Tan,0.35,39.72,0,7,1,2
ANSL_74072,01-02-2016 00:00,25-12-2016 19:17,1,White,0.05,38.8,0,1,0,2
ANSL_52206,03-06-2018 00:00,29-11-2018 10:42,1,White,0.34,36.34,0,1,0,2
ANSL_74123,29-05-2016 00:00,20-06-2017 09:28,,Brown,0.47,23.94,15,4,2,4
ANSL_63089,23-01-2005 00:00,10-03-2017 17:24,2,White,0.98,15.88,0,1,1,2
ANSL_71866,24-06-2017 00:00,02-10-2018 13:10,0,Black,0.44,36.76,0,7,1,2
ANSL_62074,05-08-2016 00:00,29-08-2018 15:36,1,Tan,0.4,26.11,13,9,0,2
ANSL_54293,03-11-2008 00:00,04-06-2018 15:48,1,Black,0.4,34.03,0,1,0,2
ANSL_67390,27-10-2012 00:00,28-11-2016 15:38,0,Seal Point,0.21,38.41,0,1,1,1
ANSL_61712,29-08-2016 00:00,04-11-2018 18:35,0,Torbie,0.31,48.15,0,1,1,1
ANSL_55925,26-12-2013 00:00,20-01-2017 17:15,0,Blue,0.22,17.81,0,1,1,2
ANSL_51064,22-07-2014 00:00,24-08-2016 12:07,1,Gray,0.08,32.09,0,1,0,2
ANSL_67450,12-09-2010 00:00,25-08-2017 18:14,1,Brown,0.38,49.31,0,1,0,2
ANSL_74172,03-06-2014 00:00,05-06-2017 13:56,0,Brown Merle,0.81,5.68,0,1,1,2
ANSL_50672,30-04-2016 00:00,15-09-2016 16:03,2,Black,0.81,17.81,13,9,1,2
ANSL_70368,06-01-2018 00:00,03-02-2018 18:43,,Brown Tabby,0.28,32.26,13,9,2,1
ANSL_57579,20-08-2016 00:00,20-03-2017 16:58,2,Black,0.93,6.45,13,9,1,2
ANSL_64257,28-07-2005 00:00,31-07-2017 18:27,1,Black,0.59,13.38,0,7,0,2
ANSL_65032,11-07-2011 00:00,02-08-2017 08:45,1,Orange,0.08,12.62,15,4,0,1
ANSL_63098,29-12-2016 00:00,06-02-2019 18:12,1,Tan,0.11,24.01,0,1,0,2
ANSL_58351,22-06-2018 00:00,07-09-2018 17:21,0,Orange Tabby,1,36.66,0,1,1,1
ANSL_67301,07-01-2018 00:00,01-04-2018 15:58,1,Tricolor,0.68,12.39,7,1,0,2
ANSL_67409,09-12-2016 00:00,10-03-2017 17:55,1,Brown Tabby,0.21,37.03,0,1,0,1
ANSL_53263,09-02-2014 00:00,05-10-2017 12:12,1,Black,0.05,19.03,0,7,0,2
ANSL_73338,15-11-2015 00:00,09-12-2017 11:35,1,Brown Brindle,0.86,36.11,0,7,0,2
ANSL_72039,06-05-2018 00:00,01-02-2019 18:28,0,Black,0.84,31.93,0,1,1,2
ANSL_60996,10-03-2018 00:00,03-12-2018 14:56,1,Red,0.68,14.01,0,1,0,2
ANSL_60418,06-07-2017 00:00,01-03-2018 13:50,2,Cream,0.53,34.14,13,9,0,2
ANSL_50241,09-09-2015 00:00,02-08-2016 12:46,0,Red,0.5,24.14,0,7,1,2
ANSL_61820,23-12-2017 00:00,20-01-2019 00:00,2,Gray Tabby,0.39,29.15,13,9,1,1
ANSL_74689,24-07-2018 00:00,12-10-2018 16:57,2,Black,0.45,18.61,0,1,0,1
ANSL_50190,04-09-2016 00:00,06-12-2016 13:15,2,White,0.12,15.69,13,9,1,1
ANSL_65052,15-08-2017 00:00,18-09-2018 13:47,2,White,0.97,9.28,13,9,1,2
ANSL_62462,01-11-2016 00:00,26-03-2017 19:40,1,Brown Tabby,0.71,44,16,9,0,1
ANSL_65920,16-09-2017 00:00,10-12-2018 12:34,1,White,0.84,22.03,0,1,0,4
ANSL_68763,12-07-2018 00:00,24-08-2018 17:52,2,Cream Tabby,0.97,28.58,13,9,0,1
ANSL_54243,03-07-2018 00:00,19-08-2018 00:00,2,Brown Tabby,0.05,35.72,13,9,1,1
ANSL_51330,22-03-2016 00:00,13-06-2018 08:44,0,Black,0.91,38.15,7,1,1,2
ANSL_52097,08-01-2017 00:00,31-08-2017 18:10,1,Tan,0.34,29.6,0,7,0,2
ANSL_59034,08-05-2017 00:00,30-12-2017 13:32,1,Orange Tabby,0.37,19.25,13,9,0,1
ANSL_64276,27-09-2018 00:00,21-01-2019 15:02,0,Blue,0.77,14.47,7,1,1,1
ANSL_61909,31-03-2013 00:00,24-04-2018 12:14,0,Tan,0.59,44.31,0,1,1,2
ANSL_59090,20-01-2013 00:00,18-02-2018 12:59,2,White,0.25,18.51,13,9,0,2
ANSL_72708,21-05-2015 00:00,01-07-2017 14:13,1,Black,0.71,5.93,13,9,0,1
ANSL_73048,24-08-2013 00:00,17-09-2018 13:42,1,Cream,0.85,8.95,0,7,0,2
ANSL_53935,04-05-2016 00:00,10-09-2016 16:01,1,White,0.11,40.86,0,1,0,2
ANSL_56915,14-04-2018 00:00,19-08-2018 14:54,0,Black,0.08,18.27,0,1,1,2
ANSL_54843,06-07-2012 00:00,24-07-2016 16:17,0,White,0.98,36.84,0,7,1,2
ANSL_50950,20-03-2015 00:00,17-12-2016 16:24,0,Tan,0.02,34.43,13,9,1,2
ANSL_60038,23-08-2015 00:00,05-04-2017 17:46,0,Black Tabby,0.69,6.99,0,1,1,1
ANSL_52612,05-08-2014 00:00,14-03-2018 00:00,0,White,0.89,47.05,13,9,1,2
ANSL_70927,16-07-2018 00:00,16-10-2018 08:00,0,Brown Brindle,0.99,25.14,7,1,1,2
ANSL_67424,30-10-2018 00:00,18-02-2019 17:35,0,Tan,0.54,42.02,7,1,1,2
ANSL_57262,19-04-2017 00:00,21-05-2018 15:41,0,Flame Point,0.35,17.03,0,1,1,1
ANSL_60421,21-11-2016 00:00,13-01-2019 12:29,,Red,0.97,29.81,13,9,2,2
ANSL_63045,30-01-2016 00:00,20-02-2018 13:38,,Gray,0.7,23.8,15,4,2,4
ANSL_63749,27-09-2014 00:00,21-10-2016 16:58,1,White,0.74,16.25,0,1,0,2
ANSL_71778,27-10-2017 00:00,10-09-2018 18:21,0,White,0.27,16.1,0,7,1,2
ANSL_66785,19-06-2014 00:00,18-10-2016 09:00,1,Blue Tabby,0.26,29.34,16,9,0,1
ANSL_53333,30-01-2014 00:00,01-03-2018 12:12,0,Brown,0.21,35.7,0,1,1,2
ANSL_67681,03-09-2015 00:00,25-07-2016 09:00,2,Orange Tabby,0.9,21.96,16,9,0,1
ANSL_54630,26-08-2016 00:00,11-10-2016 12:01,2,Seal Point,0.66,44.72,13,9,1,1
ANSL_61444,02-10-2011 00:00,22-10-2016 16:17,1,Tan,0.37,37.84,0,7,0,2
ANSL_52239,23-03-2015 00:00,06-05-2017 13:13,1,Black,0.82,26.3,13,9,0,1
ANSL_76795,18-06-2018 00:00,10-05-2019 12:35,2,Black,0.01,25.82,13,9,0,2
ANSL_61564,29-09-2015 00:00,05-09-2018 16:46,1,Tan,0.94,35.19,0,1,0,2
ANSL_54621,04-01-2013 00:00,28-01-2017 16:41,0,Tan,0.52,21.56,0,1,1,2
ANSL_57066,02-10-2016 00:00,29-03-2017 11:33,0,Brown Tabby,0.11,26.59,7,1,1,1
ANSL_74514,25-12-2016 00:00,30-01-2017 15:59,2,Lynx Point,0.36,40.4,13,9,1,1
ANSL_64209,22-06-2015 00:00,30-03-2019 00:00,2,White,0.85,14.42,13,9,0,2
ANSL_72594,08-11-2015 00:00,09-08-2016 13:25,1,Black,0.44,14.02,13,9,0,1
ANSL_69887,03-08-2017 00:00,25-01-2018 18:59,1,Black,0.38,41.61,0,7,0,2
ANSL_62928,11-11-2015 00:00,09-12-2017 17:22,1,Tricolor,0.94,30.94,0,1,0,2
ANSL_52528,20-03-2017 00:00,08-10-2017 12:10,,Brown,0.71,49.77,0,3,2,4
ANSL_57277,01-12-2017 00:00,21-12-2018 13:41,2,Brown,0.4,26.21,0,7,1,2
ANSL_55900,20-03-2018 00:00,25-06-2018 17:20,1,Black,0.64,32.89,0,1,0,2
ANSL_50774,18-06-2010 00:00,17-07-2016 18:23,0,Chocolate,0.11,6.57,0,7,1,2
ANSL_75446,01-01-2016 00:00,09-04-2019 15:41,1,Brown Brindle,0.23,19.73,0,1,0,2
ANSL_68835,01-10-2018 00:00,03-01-2019 15:09,1,Black,0.86,9.04,0,1,0,1
ANSL_76004,14-12-2018 00:00,23-04-2019 15:56,1,Brown Tabby,0.28,23.65,7,1,0,1
ANSL_54997,05-07-2017 00:00,07-08-2017 13:18,2,Orange Tabby,0.37,41.49,13,9,1,1
ANSL_51236,15-05-2018 00:00,17-08-2018 19:31,1,Black,0.13,24.8,0,1,0,1
ANSL_76584,07-04-2012 00:00,06-05-2019 15:36,1,White,0.31,33.42,0,1,0,2
ANSL_62715,22-12-2015 00:00,13-01-2019 11:57,2,White,0.64,41.13,0,7,1,2
ANSL_52640,17-07-2000 00:00,08-02-2017 11:14,2,Chocolate,0.06,28.74,0,7,1,2
ANSL_53938,10-12-2016 00:00,02-01-2019 17:22,2,Red,0.82,46.09,0,7,0,2
ANSL_50386,25-05-2016 00:00,29-03-2017 16:05,0,Orange Tabby,0.79,26.87,0,1,1,1
ANSL_52813,14-05-2017 00:00,31-08-2017 15:16,0,Tortie,0.37,30.69,0,1,1,1
ANSL_56238,09-11-2007 00:00,22-12-2016 15:40,0,Yellow,0.93,28.24,0,7,1,2
ANSL_60787,30-05-2015 00:00,19-10-2017 16:13,0,Black,0.69,12.02,0,7,1,2
ANSL_60181,25-04-2011 00:00,06-09-2017 15:58,0,Tan,0.39,15.97,13,9,1,2
ANSL_74335,21-07-2016 00:00,17-09-2016 13:32,2,Blue Tabby,0.17,46.9,13,9,1,1
ANSL_60129,12-08-2017 00:00,06-02-2019 14:31,1,Black,0.94,41.76,0,1,0,2
ANSL_52513,04-07-2006 00:00,28-07-2016 18:30,2,Red,0.58,26.74,13,9,1,2
ANSL_65160,04-06-2018 00:00,29-08-2018 18:24,0,White,0.26,23.89,0,1,1,2
ANSL_75777,15-07-2018 00:00,17-04-2019 16:54,0,Brown Tabby,0.4,5.08,0,1,1,1
ANSL_70576,05-10-2016 00:00,26-10-2017 09:00,2,Orange Tabby,0.21,17.55,16,9,1,1
ANSL_67310,25-12-2015 00:00,15-01-2017 18:44,0,Fawn,0.02,41,0,7,1,2
ANSL_63326,17-11-2016 00:00,06-02-2017 09:54,0,Black,0.61,14.16,7,1,1,2
ANSL_57757,10-11-2017 00:00,14-12-2017 10:43,2,Tricolor,0.98,41.99,8,2,0,2
ANSL_70143,11-07-2016 00:00,28-10-2016 17:26,0,Brown Tabby,0.45,16.6,7,1,1,1
ANSL_56601,22-10-2014 00:00,28-01-2017 13:29,1,Black,0.51,30.03,0,1,0,2
ANSL_64987,13-01-2010 00:00,03-02-2019 17:02,0,White,0.94,35.41,0,7,1,2
ANSL_75151,12-07-2017 00:00,29-08-2017 12:41,2,Black,0.56,12.68,13,9,0,2
ANSL_51795,08-07-2016 00:00,29-07-2018 13:28,1,Brown Tabby,0.15,9.27,13,9,0,1
ANSL_76854,19-04-2018 00:00,11-05-2019 17:51,1,Brown Tabby,0.62,21.22,13,9,0,1
ANSL_73312,18-11-2015 00:00,26-09-2018 19:23,2,White,0.29,35.37,0,7,0,2
ANSL_75848,30-12-2018 00:00,19-04-2019 11:31,1,Brown Tabby,0.18,18.62,7,1,0,1
ANSL_51237,19-09-2016 00:00,14-10-2018 10:56,2,Calico,0.96,22.6,17,9,1,1
ANSL_63916,24-06-2006 00:00,05-09-2016 15:53,1,Flame Point,0.29,15.18,0,1,0,1
ANSL_53677,13-08-2015 00:00,04-09-2018 13:33,1,Tan,0.43,11.63,0,7,0,2
ANSL_61795,27-03-2008 00:00,17-04-2018 00:00,2,Torbie,0.89,42.76,11,4,1,1
ANSL_57053,18-10-2016 00:00,21-02-2017 13:38,0,Tortie,0.93,25.51,7,1,1,1
ANSL_72340,13-02-2017 00:00,08-05-2017 17:32,1,Brown Tabby,0.89,46.34,0,1,0,1
ANSL_57291,28-07-2017 00:00,24-11-2017 18:05,1,Blue Tabby,0.14,8.75,0,1,0,1
ANSL_75834,24-03-2016 00:00,18-04-2019 16:45,1,Black,0.15,25.35,0,1,0,2
ANSL_62864,31-12-2015 00:00,21-01-2017 17:04,2,Black,0.74,33.29,0,7,1,2
ANSL_55737,16-08-2018 00:00,07-10-2018 18:48,2,Gray Tabby,0.15,19.85,13,9,0,1
ANSL_67714,06-09-2007 00:00,27-09-2017 14:14,2,Cream,0.27,16.33,0,7,1,2
ANSL_73260,18-01-2015 00:00,11-02-2017 19:16,0,Chocolate Point,0.08,44.31,0,1,1,1
ANSL_70310,07-09-2016 00:00,01-10-2018 18:11,1,Black,0.82,14.98,17,9,0,1
ANSL_71286,30-08-2016 00:00,05-02-2017 09:00,2,Lynx Point,0.98,8.52,16,9,0,1
ANSL_50014,30-05-2017 00:00,20-06-2018 14:18,,Black,0.7,30.76,15,4,2,4
ANSL_63769,26-06-2016 00:00,31-07-2016 18:55,,Blue Tabby,0.17,36.92,13,9,2,1
ANSL_75743,23-03-2018 00:00,13-04-2019 08:54,,Black,0.17,15.5,15,4,2,4
ANSL_51069,21-08-2018 00:00,04-03-2019 08:23,1,Cream Tabby,0.37,27.99,7,1,0,1
ANSL_64336,25-06-2017 00:00,11-05-2018 16:29,0,Tortie,0.2,7.18,7,1,1,1
ANSL_54055,23-04-2017 00:00,22-05-2018 12:29,2,Black,0.61,31.52,0,1,1,2
ANSL_62764,26-04-2017 00:00,17-05-2018 09:00,2,Black,0.4,47.23,16,9,0,1
ANSL_62700,03-12-2013 00:00,23-12-2016 12:44,1,Gray Tabby,0.27,44.72,18,4,0,1
ANSL_68009,04-03-2016 00:00,12-08-2016 18:20,0,Red,0.9,38.94,0,1,1,2
ANSL_63858,09-03-2017 00:00,24-05-2017 15:08,1,Black,0.13,30.39,0,1,0,2
ANSL_75899,25-03-2017 00:00,20-04-2019 18:29,1,White,0.44,12.26,0,1,0,2
ANSL_54795,28-03-2015 00:00,18-04-2017 18:21,1,Black,0.11,43.06,0,7,0,2
ANSL_68172,10-05-2013 00:00,02-08-2016 15:53,0,Black,0.61,28.73,0,1,1,2
ANSL_59077,01-06-2018 00:00,22-08-2018 18:10,0,Brown Tabby,0.57,46.04,7,1,1,1
ANSL_62366,18-12-2014 00:00,23-01-2017 14:32,1,Blue Tabby,0.47,6.48,13,9,0,1
ANSL_61436,21-09-2016 00:00,11-10-2017 17:37,,Gray,0.02,39.79,18,4,2,0
ANSL_56946,05-11-2014 00:00,14-12-2017 18:17,0,Tortie,0.89,39.18,0,1,1,1
ANSL_54754,27-01-2017 00:00,22-08-2017 14:48,0,Chocolate,0.81,13.08,0,1,1,2
ANSL_74764,21-12-2016 00:00,19-04-2018 19:03,0,White,0.31,30.96,0,7,1,2
ANSL_63936,07-06-2012 00:00,24-10-2016 12:54,1,Orange Tabby,0.93,43.84,7,1,0,1
ANSL_52057,14-08-2018 00:00,06-09-2018 13:44,,Blue,0.26,6.55,13,9,2,1
ANSL_51871,06-12-2014 00:00,26-12-2016 12:13,2,Calico,0.66,34.57,0,4,1,1
ANSL_50034,01-03-2017 00:00,03-04-2018 12:25,1,Lynx Point,0.09,20.14,7,1,0,1
ANSL_76062,30-12-2018 00:00,24-04-2019 17:33,2,Torbie,0.49,6.32,17,9,1,1
ANSL_73124,25-03-2014 00:00,17-04-2017 16:59,1,Tan,0.24,19.19,0,7,0,2
ANSL_55675,11-12-2016 00:00,03-01-2019 18:29,0,Black,0.19,47.41,13,9,1,2
ANSL_67264,12-03-2012 00:00,05-04-2017 14:21,0,Sable,0.36,30.19,0,1,1,2
ANSL_73320,02-10-2015 00:00,13-01-2017 15:01,0,White,0.71,28.57,0,1,1,2
ANSL_71558,16-06-2016 00:00,02-10-2016 16:09,1,Brown Tabby,0.39,15.83,0,1,0,1
ANSL_71282,10-12-2015 00:00,31-12-2016 12:18,0,Tan,0.57,48.2,0,7,1,2
ANSL_56836,26-10-2016 00:00,01-07-2017 14:13,1,Black,0.11,45.36,13,9,0,1
ANSL_58857,27-06-2014 00:00,12-10-2017 16:31,0,Brown Tabby,0.96,12.74,0,1,1,1
ANSL_54937,31-07-2016 00:00,06-09-2018 15:40,1,Black,0.47,27,0,1,0,2
ANSL_73570,18-07-2016 00:00,25-01-2018 11:07,0,Tan,0.1,12.79,0,7,1,2
ANSL_60329,28-05-2017 00:00,23-06-2018 00:00,1,Tan,0.71,33.17,13,9,0,2
ANSL_75490,16-06-2018 00:00,22-02-2019 17:58,2,Red,0.21,34.78,0,7,0,2
ANSL_63257,29-06-2017 00:00,12-10-2017 14:17,2,Brown Tabby,0.1,49.75,0,1,1,1
ANSL_71549,18-02-2015 00:00,10-03-2017 11:09,0,White,0.75,42.86,0,7,1,2
ANSL_50265,22-08-2015 00:00,14-09-2016 14:56,2,Brown,0.12,13.91,13,9,1,4
ANSL_54620,26-06-2018 00:00,07-10-2018 14:11,1,Brown Tabby,0.5,8.39,0,1,0,1
ANSL_64352,08-07-2018 00:00,30-12-2018 16:34,1,Brown Tabby,0.77,10.52,0,1,0,1
ANSL_51550,19-03-2017 00:00,08-05-2017 18:37,2,Chocolate,0.21,30.31,0,7,1,2
ANSL_60249,22-05-2016 00:00,16-06-2017 19:12,,Black,0.44,39.94,15,4,2,4
ANSL_63874,14-05-2013 00:00,16-03-2017 18:38,1,Brown Brindle,0.25,36.09,0,7,0,2
ANSL_65437,13-03-2014 00:00,07-04-2017 18:59,1,White,0.83,27.35,0,1,0,2
ANSL_72023,03-09-2014 00:00,01-10-2016 17:54,0,Black,0.57,29.35,0,1,1,2
ANSL_64339,21-08-2016 00:00,11-09-2018 11:26,,Gray,0.35,15.02,0,4,2,4
ANSL_54084,11-01-2018 00:00,04-02-2019 12:17,2,Black,0.87,15.38,13,9,1,2
ANSL_76665,21-10-2015 00:00,08-05-2019 17:50,1,Brown Tabby,0.02,42.65,0,1,0,1
ANSL_56361,25-12-2016 00:00,19-01-2018 17:46,0,Tricolor,0.51,47.94,0,1,1,2
ANSL_58877,28-10-2015 00:00,26-05-2018 21:43,0,Black,0.62,38.84,0,1,1,1
ANSL_67607,08-06-2013 00:00,09-07-2017 11:41,1,Tan,0.32,43.16,0,7,0,2
ANSL_70646,08-05-2016 00:00,01-08-2016 18:22,0,Black,0.44,37.17,0,1,1,2
ANSL_59897,10-07-2016 00:00,25-09-2016 17:30,0,Black,0.69,36.42,0,1,1,2
ANSL_58365,25-03-2017 00:00,16-04-2018 09:00,0,Blue,0.32,42.75,16,9,1,1
ANSL_65219,26-07-2015 00:00,25-08-2016 19:09,0,Blue,0.32,9.05,0,7,1,2
ANSL_52131,10-12-2017 00:00,07-03-2018 18:29,1,Cream,0.04,31.41,0,1,0,2
ANSL_50163,03-07-2016 00:00,26-11-2016 18:46,2,Cream Tabby,0.49,46.48,0,1,0,1
ANSL_59477,01-06-2016 00:00,26-04-2017 16:07,1,Black,0.28,40.42,13,9,0,2
ANSL_73566,07-05-2016 00:00,05-07-2017 12:42,2,Tortie,0.38,38.65,7,1,1,1
ANSL_75978,29-07-2010 00:00,22-04-2019 17:57,0,Tortie,0.61,31.92,0,1,1,1
ANSL_74985,06-10-2001 00:00,01-06-2018 09:18,0,Blue Tabby,0.85,16.9,13,9,1,1
ANSL_63888,20-06-2015 00:00,28-07-2017 00:00,1,Brown Brindle,0.68,15.2,13,9,0,2
ANSL_73363,02-09-2018 00:00,26-11-2018 00:00,2,Orange Tabby,0.63,42.67,13,9,1,1
ANSL_66530,04-12-2018 00:00,09-03-2019 17:06,1,Black,0.74,39.71,0,1,0,1
ANSL_52319,05-01-2018 00:00,29-01-2018 11:43,,Cream,0.02,25.75,13,9,2,2
ANSL_68345,27-09-2016 00:00,05-11-2016 14:40,,Black,0.45,48.84,13,9,2,1
ANSL_59592,30-10-2016 00:00,23-05-2017 13:54,1,Black,0.59,48.26,0,1,0,2
ANSL_68295,14-01-2018 00:00,09-05-2018 17:27,1,Cream Tabby,0.8,16.32,0,1,0,1
ANSL_56650,20-03-2013 00:00,07-04-2018 19:14,1,Black,0.04,10.43,0,7,0,2
ANSL_72347,21-05-2017 00:00,16-06-2018 12:32,2,White,0.21,34.34,13,9,0,2
ANSL_68647,31-08-2016 00:00,29-11-2016 18:13,2,Blue Tabby,0.19,11.45,0,1,1,1
ANSL_62113,30-09-2011 00:00,20-10-2016 18:39,,Brown Tabby,0.23,21.19,18,4,2,1
ANSL_75606,25-02-2018 00:00,13-04-2019 16:09,0,Orange Tabby,0.51,41.16,0,1,1,1
ANSL_74437,10-01-2016 00:00,12-02-2018 00:00,0,Tan,0.89,22.52,13,9,1,2
ANSL_53826,05-08-2015 00:00,09-09-2017 18:30,1,Brown Brindle,0.82,38.38,0,1,0,2
ANSL_64050,18-08-2014 00:00,09-09-2016 09:00,2,Brown Tabby,0.21,46.77,16,9,1,1
ANSL_63088,03-07-2016 00:00,03-05-2017 17:44,0,Black,0.13,46.84,0,7,1,2
ANSL_60726,24-07-2017 00:00,07-03-2018 13:44,1,White,0.59,17.91,7,1,0,2
ANSL_75045,15-12-2016 00:00,12-01-2018 13:01,2,Chocolate,0.43,44.2,13,9,0,2
ANSL_76508,09-01-2019 00:00,04-05-2019 16:33,0,Brown Tabby,0.68,49.91,0,1,1,1
ANSL_52472,03-01-2015 00:00,23-02-2017 13:40,2,Blue,0.53,8.65,13,9,1,1
ANSL_75882,21-12-2017 00:00,20-04-2019 00:00,1,White,0.95,41.36,13,9,0,2
ANSL_72979,17-06-2016 00:00,29-07-2016 19:06,2,Black,0.01,26.96,13,9,1,1
ANSL_67931,02-11-2016 00:00,02-01-2018 14:38,0,Black,0.71,18.56,13,9,1,1
ANSL_66937,01-11-2015 00:00,26-11-2018 18:44,0,Tan,0.89,30.94,0,1,1,2
ANSL_75476,26-05-2017 00:00,10-04-2019 13:17,0,Brown Tabby,0.86,47.83,0,1,1,1
ANSL_69492,15-11-2017 00:00,24-05-2018 17:04,0,Brown Brindle,0.62,43.9,0,1,1,2
ANSL_51185,16-11-2017 00:00,28-12-2017 13:36,2,Blue Point,0.35,37.68,13,9,0,1
ANSL_51196,01-02-2015 00:00,06-03-2017 19:03,1,Brown,0.38,12.27,0,7,0,2
ANSL_67718,22-04-2016 00:00,16-08-2018 15:51,1,Blue,0.45,40.12,0,1,0,2
ANSL_59647,31-08-2017 00:00,03-08-2018 16:29,0,Calico,0.11,20.7,0,1,1,1
ANSL_54520,17-05-2018 00:00,14-11-2018 16:37,1,Black,0.58,25.14,0,1,0,2
ANSL_57627,10-05-2013 00:00,16-10-2017 17:41,2,Black,0.74,23.84,0,7,1,2
ANSL_72774,02-02-2017 00:00,12-05-2017 11:49,0,White,0.81,31.44,7,1,1,2
ANSL_56195,30-06-2018 00:00,21-11-2018 18:28,0,Brown Tabby,0.91,47.66,0,1,1,1
ANSL_68031,05-10-2012 00:00,11-11-2017 17:34,0,Calico,0.42,16.48,0,1,1,1
